key,group,channel,depth_um,temporal,spatial,label
5dcee0eb_probe00::189,5dcee0eb_probe00,189,1900.0,3,3,3
5dcee0eb_probe00::190,5dcee0eb_probe00,190,1920.0,3,3,3
5dcee0eb_probe00::192,5dcee0eb_probe00,192,1940.0,0,3,3
5dcee0eb_probe00::193,5dcee0eb_probe00,193,1940.0,3,3,3
5dcee0eb_probe00::194,5dcee0eb_probe00,194,1960.0,3,3,3
5dcee0eb_probe00::195,5dcee0eb_probe00,195,1960.0,3,3,3
5dcee0eb_probe00::196,5dcee0eb_probe00,196,1980.0,3,3,3
5dcee0eb_probe00::198,5dcee0eb_probe00,198,2000.0,3,3,3
5dcee0eb_probe00::199,5dcee0eb_probe00,199,2000.0,3,3,3
5dcee0eb_probe00::200,5dcee0eb_probe00,200,2020.0,3,3,3
5dcee0eb_probe00::201,5dcee0eb_probe00,201,2020.0,3,3,3
5dcee0eb_probe00::202,5dcee0eb_probe00,202,2040.0,3,3,3
5dcee0eb_probe00::203,5dcee0eb_probe00,203,2040.0,3,3,3
5dcee0eb_probe00::204,5dcee0eb_probe00,204,2060.0,3,3,3
5dcee0eb_probe00::205,5dcee0eb_probe00,205,2060.0,3,3,3
5dcee0eb_probe00::206,5dcee0eb_probe00,206,2080.0,3,3,3
5dcee0eb_probe00::207,5dcee0eb_probe00,207,2080.0,3,3,3
5dcee0eb_probe00::208,5dcee0eb_probe00,208,2100.0,3,3,3
5dcee0eb_probe00::209,5dcee0eb_probe00,209,2100.0,3,3,3
5dcee0eb_probe00::210,5dcee0eb_probe00,210,2120.0,3,3,3
5dcee0eb_probe00::211,5dcee0eb_probe00,211,2120.0,3,3,3
5dcee0eb_probe00::212,5dcee0eb_probe00,212,2140.0,3,3,3
5dcee0eb_probe00::213,5dcee0eb_probe00,213,2140.0,3,3,3
5dcee0eb_probe00::214,5dcee0eb_probe00,214,2160.0,3,3,3
5dcee0eb_probe00::215,5dcee0eb_probe00,215,2160.0,3,3,3
5dcee0eb_probe00::216,5dcee0eb_probe00,216,2180.0,3,3,3
5dcee0eb_probe00::217,5dcee0eb_probe00,217,2180.0,3,3,3
5dcee0eb_probe00::218,5dcee0eb_probe00,218,2200.0,3,3,3
5dcee0eb_probe00::219,5dcee0eb_probe00,219,2200.0,3,3,3
5dcee0eb_probe00::220,5dcee0eb_probe00,220,2220.0,3,3,3
5dcee0eb_probe00::221,5dcee0eb_probe00,221,2220.0,3,3,3
5dcee0eb_probe00::222,5dcee0eb_probe00,222,2240.0,3,3,3
5dcee0eb_probe00::223,5dcee0eb_probe00,223,2240.0,3,3,3
5dcee0eb_probe00::224,5dcee0eb_probe00,224,2260.0,3,3,3
5dcee0eb_probe00::225,5dcee0eb_probe00,225,2260.0,3,3,3
5dcee0eb_probe00::226,5dcee0eb_probe00,226,2280.0,3,3,3
5dcee0eb_probe00::227,5dcee0eb_probe00,227,2280.0,3,3,3
5dcee0eb_probe00::228,5dcee0eb_probe00,228,2300.0,3,3,3
5dcee0eb_probe00::229,5dcee0eb_probe00,229,2300.0,3,3,3
5dcee0eb_probe00::230,5dcee0eb_probe00,230,2320.0,3,3,3
5dcee0eb_probe00::231,5dcee0eb_probe00,231,2320.0,3,3,3
5dcee0eb_probe00::232,5dcee0eb_probe00,232,2340.0,3,3,3
5dcee0eb_probe00::233,5dcee0eb_probe00,233,2340.0,3,3,3
5dcee0eb_probe00::234,5dcee0eb_probe00,234,2360.0,3,3,0
5dcee0eb_probe00::235,5dcee0eb_probe00,235,2360.0,3,3,0
5dcee0eb_probe00::236,5dcee0eb_probe00,236,2380.0,3,3,0
5dcee0eb_probe00::237,5dcee0eb_probe00,237,2380.0,3,3,0
5dcee0eb_probe00::238,5dcee0eb_probe00,238,2400.0,3,3,0
5dcee0eb_probe00::239,5dcee0eb_probe00,239,2400.0,3,3,0
5dcee0eb_probe00::240,5dcee0eb_probe00,240,2420.0,0,0,0
5dcee0eb_probe00::241,5dcee0eb_probe00,241,2420.0,0,0,0
5dcee0eb_probe00::242,5dcee0eb_probe00,242,2440.0,0,0,0
5dcee0eb_probe00::243,5dcee0eb_probe00,243,2440.0,0,0,0
5dcee0eb_probe00::244,5dcee0eb_probe00,244,2460.0,0,0,0
5dcee0eb_probe00::245,5dcee0eb_probe00,245,2460.0,0,0,0
5dcee0eb_probe00::246,5dcee0eb_probe00,246,2480.0,0,0,0
5dcee0eb_probe00::247,5dcee0eb_probe00,247,2480.0,0,0,0
5dcee0eb_probe00::248,5dcee0eb_probe00,248,2500.0,0,0,0
5dcee0eb_probe00::249,5dcee0eb_probe00,249,2500.0,0,0,0
5dcee0eb_probe00::250,5dcee0eb_probe00,250,2520.0,0,0,0
5dcee0eb_probe00::251,5dcee0eb_probe00,251,2520.0,0,0,0
5dcee0eb_probe00::252,5dcee0eb_probe00,252,2540.0,0,0,0
5dcee0eb_probe00::253,5dcee0eb_probe00,253,2540.0,0,0,0
5dcee0eb_probe00::254,5dcee0eb_probe00,254,2560.0,0,0,0
5dcee0eb_probe00::255,5dcee0eb_probe00,255,2560.0,0,0,0
5dcee0eb_probe00::256,5dcee0eb_probe00,256,2580.0,0,0,0
5dcee0eb_probe00::257,5dcee0eb_probe00,257,2580.0,0,0,0
5dcee0eb_probe00::258,5dcee0eb_probe00,258,2600.0,0,0,0
5dcee0eb_probe00::259,5dcee0eb_probe00,259,2600.0,0,0,0
5dcee0eb_probe00::260,5dcee0eb_probe00,260,2620.0,0,0,0
5dcee0eb_probe00::261,5dcee0eb_probe00,261,2620.0,0,0,0
5dcee0eb_probe00::262,5dcee0eb_probe00,262,2640.0,0,0,0
5dcee0eb_probe00::263,5dcee0eb_probe00,263,2640.0,0,0,0
5dcee0eb_probe00::264,5dcee0eb_probe00,264,2660.0,0,0,0
5dcee0eb_probe00::265,5dcee0eb_probe00,265,2660.0,0,0,0
5dcee0eb_probe00::266,5dcee0eb_probe00,266,2680.0,0,0,0
5dcee0eb_probe00::267,5dcee0eb_probe00,267,2680.0,0,0,0
5dcee0eb_probe00::268,5dcee0eb_probe00,268,2700.0,0,0,0
5dcee0eb_probe00::269,5dcee0eb_probe00,269,2700.0,0,0,0
5dcee0eb_probe00::270,5dcee0eb_probe00,270,2720.0,0,0,0
5dcee0eb_probe00::271,5dcee0eb_probe00,271,2720.0,0,0,0
5dcee0eb_probe00::272,5dcee0eb_probe00,272,2740.0,0,0,0
5dcee0eb_probe00::273,5dcee0eb_probe00,273,2740.0,0,0,0
5dcee0eb_probe00::274,5dcee0eb_probe00,274,2760.0,0,0,0
5dcee0eb_probe00::275,5dcee0eb_probe00,275,2760.0,0,0,0
5dcee0eb_probe00::276,5dcee0eb_probe00,276,2780.0,0,0,0
5dcee0eb_probe00::277,5dcee0eb_probe00,277,2780.0,0,0,0
5dcee0eb_probe00::278,5dcee0eb_probe00,278,2800.0,0,0,0
5dcee0eb_probe00::279,5dcee0eb_probe00,279,2800.0,0,0,0
5dcee0eb_probe00::280,5dcee0eb_probe00,280,2820.0,0,0,0
5dcee0eb_probe00::281,5dcee0eb_probe00,281,2820.0,0,0,0
5dcee0eb_probe00::282,5dcee0eb_probe00,282,2840.0,0,0,0
5dcee0eb_probe00::283,5dcee0eb_probe00,283,2840.0,0,0,0
5dcee0eb_probe00::284,5dcee0eb_probe00,284,2860.0,0,0,0
5dcee0eb_probe00::285,5dcee0eb_probe00,285,2860.0,0,0,0
5dcee0eb_probe00::286,5dcee0eb_probe00,286,2880.0,0,0,0
5dcee0eb_probe00::287,5dcee0eb_probe00,287,2880.0,0,0,0
5dcee0eb_probe00::288,5dcee0eb_probe00,288,2900.0,0,0,0
5dcee0eb_probe00::289,5dcee0eb_probe00,289,2900.0,0,0,0
5dcee0eb_probe00::290,5dcee0eb_probe00,290,2920.0,0,0,0
5dcee0eb_probe00::291,5dcee0eb_probe00,291,2920.0,0,0,0
5dcee0eb_probe00::310,5dcee0eb_probe00,310,3120.0,4,4,4
5dcee0eb_probe00::311,5dcee0eb_probe00,311,3120.0,4,4,4
5dcee0eb_probe00::312,5dcee0eb_probe00,312,3140.0,4,4,4
5dcee0eb_probe00::313,5dcee0eb_probe00,313,3140.0,4,4,4
5dcee0eb_probe00::314,5dcee0eb_probe00,314,3160.0,4,4,4
5dcee0eb_probe00::315,5dcee0eb_probe00,315,3160.0,4,4,4
5dcee0eb_probe00::316,5dcee0eb_probe00,316,3180.0,4,4,4
5dcee0eb_probe00::317,5dcee0eb_probe00,317,3180.0,4,4,4
5dcee0eb_probe00::318,5dcee0eb_probe00,318,3200.0,4,4,4
5dcee0eb_probe00::319,5dcee0eb_probe00,319,3200.0,4,4,4
5dcee0eb_probe00::320,5dcee0eb_probe00,320,3220.0,4,4,4
5dcee0eb_probe00::321,5dcee0eb_probe00,321,3220.0,4,4,4
5dcee0eb_probe00::322,5dcee0eb_probe00,322,3240.0,4,4,4
5dcee0eb_probe00::323,5dcee0eb_probe00,323,3240.0,4,4,4
5dcee0eb_probe00::324,5dcee0eb_probe00,324,3260.0,4,4,4
5dcee0eb_probe00::325,5dcee0eb_probe00,325,3260.0,4,4,4
5dcee0eb_probe00::326,5dcee0eb_probe00,326,3280.0,4,4,4
5dcee0eb_probe00::327,5dcee0eb_probe00,327,3280.0,4,4,4
5dcee0eb_probe00::328,5dcee0eb_probe00,328,3300.0,4,4,4
5dcee0eb_probe00::329,5dcee0eb_probe00,329,3300.0,4,4,4
5dcee0eb_probe00::330,5dcee0eb_probe00,330,3320.0,4,4,4
5dcee0eb_probe00::331,5dcee0eb_probe00,331,3320.0,4,4,4
5dcee0eb_probe00::332,5dcee0eb_probe00,332,3340.0,4,4,4
5dcee0eb_probe00::333,5dcee0eb_probe00,333,3340.0,4,4,4
5dcee0eb_probe00::334,5dcee0eb_probe00,334,3360.0,4,4,4
5dcee0eb_probe00::335,5dcee0eb_probe00,335,3360.0,4,4,4
5dcee0eb_probe00::336,5dcee0eb_probe00,336,3380.0,4,4,4
5dcee0eb_probe00::337,5dcee0eb_probe00,337,3380.0,4,4,4
5dcee0eb_probe00::338,5dcee0eb_probe00,338,3400.0,4,4,4
5dcee0eb_probe00::339,5dcee0eb_probe00,339,3400.0,4,4,4
5dcee0eb_probe00::340,5dcee0eb_probe00,340,3420.0,4,4,4
5dcee0eb_probe00::341,5dcee0eb_probe00,341,3420.0,4,4,4
5dcee0eb_probe00::342,5dcee0eb_probe00,342,3440.0,4,4,4
5dcee0eb_probe00::343,5dcee0eb_probe00,343,3440.0,4,4,4
5dcee0eb_probe00::344,5dcee0eb_probe00,344,3460.0,4,4,4
5dcee0eb_probe00::345,5dcee0eb_probe00,345,3460.0,4,4,4
5dcee0eb_probe00::346,5dcee0eb_probe00,346,3480.0,4,4,4
5dcee0eb_probe00::347,5dcee0eb_probe00,347,3480.0,4,4,4
5dcee0eb_probe00::348,5dcee0eb_probe00,348,3500.0,4,4,4
5dcee0eb_probe00::349,5dcee0eb_probe00,349,3500.0,4,4,4
5dcee0eb_probe00::350,5dcee0eb_probe00,350,3520.0,4,4,4
5dcee0eb_probe00::351,5dcee0eb_probe00,351,3520.0,4,4,4
5dcee0eb_probe00::352,5dcee0eb_probe00,352,3540.0,4,4,4
5dcee0eb_probe00::353,5dcee0eb_probe00,353,3540.0,4,4,4
5dcee0eb_probe00::354,5dcee0eb_probe00,354,3560.0,4,4,4
5dcee0eb_probe00::355,5dcee0eb_probe00,355,3560.0,4,4,4
5dcee0eb_probe00::356,5dcee0eb_probe00,356,3580.0,4,4,4
5dcee0eb_probe00::357,5dcee0eb_probe00,357,3580.0,4,4,4
5dcee0eb_probe00::358,5dcee0eb_probe00,358,3600.0,4,4,4
5dcee0eb_probe00::359,5dcee0eb_probe00,359,3600.0,4,4,4
5dcee0eb_probe00::360,5dcee0eb_probe00,360,3620.0,4,4,4
5dcee0eb_probe00::361,5dcee0eb_probe00,361,3620.0,4,4,4
5dcee0eb_probe00::362,5dcee0eb_probe00,362,3640.0,4,4,4
5dcee0eb_probe00::363,5dcee0eb_probe00,363,3640.0,4,4,4
5dcee0eb_probe00::364,5dcee0eb_probe00,364,3660.0,4,4,4
5dcee0eb_probe00::365,5dcee0eb_probe00,365,3660.0,4,4,4
5dcee0eb_probe00::366,5dcee0eb_probe00,366,3680.0,4,4,4
5dcee0eb_probe00::367,5dcee0eb_probe00,367,3680.0,4,4,4
5dcee0eb_probe00::368,5dcee0eb_probe00,368,3700.0,4,4,4
5dcee0eb_probe00::369,5dcee0eb_probe00,369,3700.0,4,4,4
5dcee0eb_probe00::370,5dcee0eb_probe00,370,3720.0,4,4,4
5dcee0eb_probe00::371,5dcee0eb_probe00,371,3720.0,4,4,4
5dcee0eb_probe00::372,5dcee0eb_probe00,372,3740.0,4,4,4
5dcee0eb_probe00::373,5dcee0eb_probe00,373,3740.0,4,4,4
5dcee0eb_probe00::374,5dcee0eb_probe00,374,3760.0,4,4,4
5dcee0eb_probe00::375,5dcee0eb_probe00,375,3760.0,4,4,4
5dcee0eb_probe00::376,5dcee0eb_probe00,376,3780.0,4,4,4
5dcee0eb_probe00::377,5dcee0eb_probe00,377,3780.0,4,4,4
5dcee0eb_probe00::378,5dcee0eb_probe00,378,3800.0,4,4,4
5dcee0eb_probe00::380,5dcee0eb_probe00,380,3820.0,4,4,4
5dcee0eb_probe00::381,5dcee0eb_probe00,381,3820.0,4,4,4
5dcee0eb_probe00::382,5dcee0eb_probe00,382,3840.0,4,4,4
5dcee0eb_probe00::383,5dcee0eb_probe00,383,3840.0,4,4,4
